0.7540	0.770894
0.6340	0.737980
1.5870	1.502811
0.2710	0.193166
0.4920	0.461725
1.7930	1.746543
0.1920	0.224878
1.5360	1.553100
1.0480	1.009233
0.7210	0.647554
0.3090	0.299246
1.8710	1.791529
1.3700	1.353760
0.1760	0.123309
0.8840	0.923199
0.9950	0.968469
1.9460	1.887041
0.1050	0.268295
1.0750	1.046813
1.7460	1.666079
1.7440	1.739265
1.1360	1.132584
1.9800	1.950674
0.8220	0.832471
0.6000	0.683242
1.3160	1.325330
0.1860	0.205206
1.4450	1.512325
1.4970	1.493610
1.3850	1.327069
0.9220	0.966416
1.2230	1.217095
1.0840	1.053670
0.6370	0.635010
1.0640	1.054345
1.0630	1.003076
1.7630	1.761213
1.6320	1.633583
0.0940	0.269194
0.8590	0.780997
1.7460	1.700810
0.6290	0.528916
0.9440	0.985444
1.4430	1.412381
0.9970	0.962185
0.6850	0.467174
0.0780	0.133572
1.2380	1.213055
0.2230	0.233734
1.4840	1.491806
0.6270	0.681152
1.7810	1.794969
1.4200	1.407793
1.1440	1.147555
0.8640	0.804345
0.6600	0.675015
0.0260	0.107251
0.4950	0.196850
1.1900	1.216149
0.8270	0.870074
1.9440	1.863468
0.4140	0.364797
0.2760	0.417200
0.6470	0.475062
1.5800	1.537249
0.2340	0.160467
0.3650	0.251422
0.6130	0.574304
1.2870	1.255358
0.1370	0.153390
0.2510	0.224515
1.7110	1.737510
1.5810	1.602161
0.0210	0.062075
0.2250	0.108621
0.5330	0.483223
1.0280	1.021555
1.2530	1.232797
0.3670	0.427164
1.6970	1.640201
0.8380	0.683531
1.0180	1.046785
0.6040	0.607299
1.7840	1.788558
0.4510	0.209709
0.9970	1.005086
1.2320	1.223642
1.9620	1.880063
1.3020	1.298840
0.0650	0.084454
1.3720	1.283185
0.6050	0.421764
1.1040	1.128000
1.8760	1.871339
0.2090	0.202651
0.0270	0.082334
1.6050	1.528800
1.0490	0.992896
0.3530	0.221178
0.2840	0.376844
1.1200	1.119958
0.7160	0.715440
1.2650	1.307385
0.2900	0.321977
1.9080	1.908271
0.6510	0.601526
1.8530	1.836482
1.9260	1.864175
1.4840	1.426782
1.3600	1.366907
1.2110	1.243549
0.4050	0.482024
0.0380	0.139637
1.7340	1.732869
0.5460	0.639424
1.0810	1.083459
1.3590	1.327258
1.3590	1.383395
0.3600	0.258891
1.8700	1.830344
0.6120	0.596510
1.3970	1.361190
1.8010	1.723001
0.7080	0.702905
1.0040	1.027310
1.1070	1.046853
0.0390	0.132906
0.6510	0.704536
0.2710	0.293291
0.2450	0.158384
1.5760	1.614038
1.2330	1.216297
0.7230	0.716529
1.4810	1.407582
1.6420	1.665313
1.3080	1.296577
1.3420	1.391331
0.4300	0.573624
0.6750	0.730135
1.1530	1.149145
0.8540	0.852280
0.4640	0.440104
0.0320	0.112324
1.1220	1.098990
1.1930	1.147764
0.9280	0.888739
1.3140	1.314993
0.0320	0.211697
1.7700	1.794575
0.4130	0.327440
1.3120	1.337270
0.3870	0.508840
1.0240	0.935400
1.9600	1.866120
0.5130	0.362601
0.9260	0.983372
0.6240	0.641827
1.8090	1.742857
0.3200	0.321401
0.0020	0.083777
1.6530	1.596592
0.3900	0.259835
1.8690	1.867693
1.5950	1.536485
1.7430	1.744769
0.0590	0.081682
1.8140	1.770817
1.9100	1.865956
1.4890	1.476095
0.5090	0.525922
0.7720	0.676463
1.0440	1.069321
1.5090	1.529408
0.7270	0.567317
0.0300	0.134394
0.8790	0.880090
0.3540	0.174985
1.8930	1.843769
1.4790	1.369920
1.6620	1.658452
1.7740	1.818573
1.7180	1.719175
1.4270	1.452558
1.3040	1.285519
1.8750	1.775761
0.8370	0.825069
0.4760	0.529188
1.3510	1.355401
1.4070	1.382582
0.6890	0.696924
1.5380	1.511629
0.6510	0.692334
1.0560	1.007860
1.2310	1.199595
1.9930	1.888140
1.7680	1.774057
1.2120	1.216852
1.6910	1.676767
0.0540	0.101606
1.7950	1.800575
0.0720	0.108547
1.9680	1.933279
0.3720	0.422190
1.3010	1.277502
0.0900	0.247551
0.1430	0.222184
1.0500	1.055589
1.2120	1.195680
1.3240	1.281738
0.4570	0.571300
0.4410	0.491217
1.9130	1.843437
1.8960	1.833581
0.3420	0.430070
1.1710	1.194361
0.9600	0.974889
0.2360	0.323253
0.0240	0.148745
0.6490	0.602885
0.7630	0.697313
1.6400	1.570335
0.8470	0.814259
1.4640	1.431681
0.7190	0.718694
1.4110	1.390213
0.1600	0.341708
0.3270	0.219092
1.5480	1.510011
1.7400	1.750522
1.7550	1.720526
0.2760	0.210802
1.6880	1.727010
0.4740	0.542230
0.4080	0.522878
1.1020	1.084721
0.5220	0.420593
1.0440	1.021249
0.2360	0.196862
0.7400	0.666271
0.1690	0.236230
1.5760	1.469843
1.6290	1.617045
1.1120	1.047577
1.8750	1.756433
1.1570	1.120116
1.1530	1.101361
0.0220	0.174998
0.7500	0.726956
0.7260	0.773872
0.2660	0.286528
1.9350	1.844015
0.3330	0.321630
1.4010	1.352149
0.7690	0.807991
0.5270	0.393231
0.8080	0.660243
0.9290	0.986633
1.5480	1.461405
0.4410	0.474235
1.3830	1.290735
0.1340	0.109238
0.7490	0.654447
1.2430	1.266879
1.2850	1.263177
1.0860	1.133258
0.6540	0.703437
1.3950	1.367668
1.0920	1.012493
1.8420	1.761030
1.6830	1.604455
1.7980	1.740813
1.1600	1.152307
0.7960	0.776681
1.7180	1.661592
0.0570	0.108586
0.7700	0.846548
0.1330	0.441137
1.1640	1.210064
0.3850	0.335539
1.2060	1.224429
0.5150	0.286595
0.4990	0.257448
0.5900	0.580720
1.9760	1.844323
1.4250	1.465657
1.6990	1.620589
0.1060	0.163665
0.9030	0.938906
0.7170	0.726343
1.0950	0.961328
1.6260	1.553105
1.5100	1.459755
0.4830	0.463761
0.1100	0.197114
0.5840	0.586125
0.8600	0.834962
0.8940	0.865161
0.6150	0.728460
1.6160	1.575439
0.6910	0.588553
1.5520	1.506129
1.1480	1.099801
1.7190	1.703260
1.5650	1.551535
0.2200	0.055138
0.6660	0.634582
0.8990	0.840192
0.1910	0.223608
1.4500	1.453820
0.8230	0.865728
1.1130	1.125309
1.4070	1.291144
0.4080	0.191503
1.5500	1.480066
1.6440	1.590050
1.7720	1.704880
0.2910	0.304674
0.8670	0.855351
0.9920	0.975227
0.4870	0.564442
0.0830	0.079889
1.6560	1.687306
0.1120	0.142999
0.1150	0.131333
0.9640	0.797670
0.3830	0.389128
1.7090	1.676197
0.4560	0.480176
1.5520	1.560967
0.1820	0.196363
1.9110	1.803775
1.6280	1.675261
0.1230	0.229768
1.1730	1.143287
0.9700	0.974162
1.8610	1.835855
0.5650	0.623330
1.8510	1.855854
0.6560	0.631976
1.2810	1.236389
0.7270	0.645415
0.5500	0.561185
1.6480	1.627184
1.7940	1.740829
0.7290	0.602971
0.2990	0.272747
1.0730	1.122765
1.7120	1.720047
0.5870	0.355066
0.8550	0.864448
0.6930	0.641529
0.9680	0.994956
0.0220	0.024345
0.4210	0.498336
0.7240	0.773131
1.1390	1.156420
1.5690	1.570601
1.9130	1.846183
0.9290	0.882935
0.6670	0.703236
0.3190	0.388792
0.7420	0.846363
0.0390	0.027546
1.1510	1.068413
0.0740	0.118022
1.8410	1.830124
0.9520	0.982179
0.2950	0.219805
0.1880	0.134494
0.1250	0.238653
1.8480	1.763629
0.8980	0.884973
0.2290	0.224152
0.0590	0.173931
1.9190	1.839964
0.5670	0.623336
0.7160	0.742645
1.6260	1.612730
1.6090	1.594038
0.0280	0.050600
1.1050	1.027159
0.5530	0.664004
1.9540	1.889903
1.2740	1.284455
0.0160	0.088704
1.6940	1.662746
1.8650	1.852428
1.5020	1.450657
0.4920	0.292145
1.0540	0.939733
0.5220	0.506484
0.5410	0.405584
0.0590	0.279691
1.2910	1.319006
1.5070	1.442062
1.5860	1.599752
0.3110	0.425742
1.4020	1.354385
0.7010	0.508491
1.4120	1.412413
0.5810	0.554342
1.3000	1.309142
1.2710	1.181588
1.0900	1.134296
1.3310	1.292249
1.0970	1.057949
1.6290	1.572785
0.9560	0.848813
1.4390	1.385918
0.8040	0.706422
0.0780	0.202837
1.9880	1.935783
1.9420	1.905689
0.3340	0.404342
0.1750	0.280032
1.0390	0.982294
1.8030	1.748185
0.3060	0.165223
0.0440	0.099492
1.7620	1.663485
1.6580	1.707752
1.5550	1.498294
1.0560	1.088376
1.0420	1.012243
1.1530	1.147004
0.4550	0.533028
1.8210	1.900376
0.5260	0.582633
1.3880	1.388965
0.4310	0.419009
1.1520	1.171458
1.2550	1.229152
0.7840	0.831243
1.1910	1.171248
0.4550	0.400214
1.5670	1.534429
0.1930	0.150857
0.8920	0.859563
0.8240	0.812102
0.7990	0.752218
1.3410	1.310948
1.6200	1.588106
0.2170	0.118965
1.2390	1.228812
1.7700	1.692890
0.2800	0.331993
0.2410	0.145766
0.7810	0.789797
0.5170	0.525406
0.6540	0.752741
1.9780	1.891682
1.9860	1.867279
0.5140	0.500865
1.7620	1.714513
1.4400	1.403237
0.0180	0.142195
0.0690	0.137665
1.6500	1.662233
1.4270	1.388188
1.6030	1.582739
1.2630	1.237986
1.8070	1.848949
0.2690	0.124412
0.5070	0.194695
0.0620	0.168870
0.7670	0.629647
1.0310	1.006834
1.1600	1.125616
1.4440	1.430671
1.7860	1.706425
1.1100	1.098018
0.1060	0.110691
0.1510	0.191811
0.8110	0.864960
0.5440	0.657770
1.6400	1.588469
1.7170	1.716250
0.0280	0.315458
1.2520	1.223677
1.5420	1.481246
1.7590	1.782328
0.5500	0.614650
0.5040	0.438991
0.0770	0.106137
0.6370	0.666748
0.8800	0.896751
0.4440	0.425643
1.1810	1.151078
1.7160	1.707549
1.7130	1.672867
1.8510	1.774867
1.1170	1.068497
0.9780	0.919860
1.4620	1.378996
0.9800	0.897499
0.2030	0.312307
0.7950	0.766565
0.7880	0.719955
1.1750	1.111939
0.2300	0.270459
1.9960	1.895037
1.0670	1.011515
0.8570	0.791335
1.7130	1.739715
0.6160	0.655218
1.5990	1.664184
0.7980	0.675020
0.5050	0.480061
1.5660	1.613348
0.8710	0.900139
0.5630	0.643378
1.3450	1.333484
1.8900	1.882591
1.7260	1.675489
1.8420	1.822976
0.9950	1.018337
1.9870	1.880031
1.1380	1.078997
0.3370	0.312522
0.6310	0.624000
0.8180	0.856054
1.0140	0.975364
1.2980	1.232888
0.9020	0.876065
1.9190	1.865224
1.8950	1.869306
0.3300	0.254456
1.7060	1.689883
1.4070	1.401873
1.8550	1.788906
0.5000	0.465242
1.9760	1.863752
0.1750	0.237572
1.2320	1.265609
0.6530	0.452218
0.1120	0.103235
0.6390	0.639402
1.7980	1.706077
0.3150	0.276294
1.3170	1.287483
1.1660	1.147344
1.3030	1.263679
0.9100	0.977046
0.7980	0.829735
0.9670	0.903536
1.8120	1.807881
1.1870	1.160760
0.3490	0.280087
0.9870	0.885417
0.1950	0.137654
1.6710	1.635088
1.0520	1.099864
0.9050	0.905769
1.2680	1.201895
1.3660	1.280615
1.1860	1.123172
0.5600	0.508845
0.5690	0.639151
0.8450	0.817729
0.8640	0.851809
0.5760	0.710023
0.9000	0.923313
0.5020	0.312125
0.0510	0.051336
1.4950	1.507312
1.1730	1.153568
1.7220	1.700206
0.7850	0.788321
1.9680	1.897875
1.0270	1.014999
1.4030	1.425842
0.1970	0.042578
0.0330	0.214177
1.5550	1.495685
1.2390	1.250468
1.2980	1.270702
1.8100	1.756543
1.6190	1.566179
1.7850	1.729334
1.4850	1.486988
1.6730	1.683886
1.5630	1.559536
1.1000	1.122001
0.1910	0.419572
1.9940	1.918782
1.7160	1.740685
0.5540	0.610237
1.9390	1.920368
0.2040	0.071448
1.9690	1.985965
1.7050	1.725348
0.3010	0.315945
1.9890	1.929312
0.8880	0.800811
1.1750	1.173501
1.9960	1.992452
0.6530	0.639565
0.3480	0.275749
1.2670	1.256392
0.5700	0.509525
1.8490	1.822224
0.0240	0.137661
0.5390	0.385974
1.0670	1.125622
0.3150	0.223656
0.2830	0.143738
0.3040	0.270646
0.9990	0.974478
1.7980	1.767768
0.8900	0.945184
0.1080	0.082866
0.3820	0.408261
1.0930	1.122934
1.8050	1.755999
0.0040	0.054826
0.6520	0.562700
1.0380	0.941414
0.7830	0.606876
0.1320	0.052885
0.0250	0.244099
1.8590	1.813614
1.7150	1.688451
0.1650	0.234512
1.0030	0.896089
1.4350	1.383157
0.1980	0.302054
1.6810	1.689729
1.3490	1.310921
1.0660	1.023520
0.6180	0.656537
0.6200	0.427988
0.6010	0.456445
1.0990	1.069328
1.5480	1.522601
1.0240	0.979508
0.0080	0.118708
0.0960	0.130682
1.2410	1.245048
1.3340	1.324265
1.8510	1.785492
0.4050	0.360434
